train_size,MAE_test,lower_ci_mae_test,upper_ci_mae_test
5.0,298.7968058013916,72.22985214233398,894.355301055908
10.0,139.18323409080506,32.55684183120728,518.2934112930292
15.0,63.17111410140991,28.57188112894694,197.42971895853657
20.0,44.64140106678009,20.063572134971622,117.60056221485127
25.0,29.162228506803512,16.17076234817505,66.90040701627727
30.0,28.77662800947825,13.476812845071157,91.30577138900745
35.0,15.11033857890538,9.31808125291552,29.040499796186154
40.0,12.22399175465107,8.590416504442691,20.110823538899417
45.0,13.027864209810895,8.427237088150449,22.222524343596564
50.0,10.163963267803192,7.036892173290252,17.588376986980432
55.0,10.372825726595792,7.04296102957292,18.17835463285445
60.0,8.999687961737315,7.189509644110998,12.217909409602482
65.0,8.835588896274567,6.370729300609002,14.57781789211126
70.0,8.422531487260546,5.17203152350017,12.404813366276874
75.0,8.38713671207428,5.911873919169109,12.166517798105874
80.0,7.83164049834013,5.714869831502438,11.649768434092397
85.0,7.018924483832191,5.509343961056541,9.38183384432512
90.0,7.475988901986017,5.272321684824096,10.154098961750664
95.0,6.644393818001999,5.151952367079885,8.302712728475269
100.0,6.921518046259879,5.247062581181526,9.639545145630835
